Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Rap1 signaling pathway	120/210	1.86420581020343e-08	1.74906368663204e-07	0	0	2.17320044296788	38.6782859865289	CSF1;CTNND1;FGF2;ACTB;CRKL;ACTG1;IGF1R;FGF5;FGF7;FGF9;CDH1;AKT2;RASSF5;AKT3;KDR;AKT1;MAGI1;MAP2K3;PDGFRA;MAP2K1;PRKCB;HGF;MAGI3;F2R;MAGI2;TIAM1;ADCY9;PRKD3;PRKD2;TLN2;TLN1;RAF1;EPHA2;PFN2;LPAR1;PDGFB;PDGFA;PIK3R3;LPAR3;PIK3R2;PIK3R1;RAP1B;GRIN2A;RAP1A;PDGFD;PDGFC;PLCG1;RALGDS;INSR;BRAF;IGF1;GRIN2B;EFNA1;GNAO1;AFDN;GNAQ;FGF18;GNAS;CALM3;CALM1;CALM2;FGFR3;FGFR2;FGFR1;DOCK4;FLT1;PIK3CB;SIPA1L2;SIPA1L3;SIPA1L1;RAC1;VAV3;NGF;RHOA;VAV2;ENAH;MRAS;PLCB4;PIK3CA;ADORA2B;KIT;RAPGEF1;RAPGEF2;EVL;PLCB1;RAPGEF5;RAPGEF6;CRK;MET;RAPGEF3;RAPGEF4;RALB;GNAI3;ADCY3;ADCY2;ADCY1;ADCY7;THBS1;ADCY6;EGFR;GNAI1;GNAI2;CDC42;NRAS;PARD6B;CNR1;P2RY1;KRIT1;MAPK1;MAPK3;FARP2;ANGPT4;ANGPT1;VEGFC;MAPK14;VEGFA;MAPK13;CTNNB1;KRAS;SIPA1
Pancreatic cancer	53/76	2.4467152824943e-08	2.23000621461623e-07	0	0	3.74304760159436	65.6004064220347	RB1;CDKN1A;PIK3CB;BRCA2;IKBKB;CCND1;AKT2;AKT3;AKT1;POLK;RAC1;JAK1;MAP2K1;RALBP1;CHUK;TGFBR1;TGFBR2;PIK3CA;RAF1;TP53;RALB;PIK3R3;TGFA;PIK3R2;PIK3R1;EGFR;CDC42;MAPK9;MAPK8;E2F1;E2F2;MAPK1;E2F3;RALGDS;MAPK3;SMAD2;SMAD4;TGFB2;SMAD3;CDKN2A;STAT1;STAT3;BRAF;MTOR;NFKB1;VEGFA;MAPK10;CDK6;RPS6KB1;CDK4;RPS6KB2;KRAS;BCL2L1
HIF-1 signaling pathway	70/109	3.28650129926334e-08	2.90794298715609e-07	0	0	2.91823643902852	50.2837152980731	CDKN1A;CDKN1B;FLT1;TFRC;SERPINE1;SLC2A1;ENO1;PIK3CB;HK2;IGF1R;HK1;AKT2;AKT3;AKT1;EP300;ELOC;IL6R;MAP2K1;EDN1;PRKCB;IFNGR1;IFNGR2;RPS6;ARNT;PIK3CA;ALDOA;EIF4E2;CAMK2D;PFKFB3;CUL2;CAMK2A;PIK3R3;PIK3R2;PIK3R1;PDHB;HIF1A;EGFR;LDHB;LDHA;MKNK1;MKNK2;EIF4EBP1;PGK1;MAPK1;PLCG1;VHL;CAMK2G;EIF4E;MAPK3;EGLN1;ANGPT4;CREBBP;EGLN3;EGLN2;ANGPT1;NOS2;INSR;STAT3;IGF1;NFKB1;MTOR;VEGFA;IL6;PFKL;RPS6KB1;RPS6KB2;BCL2;LTBR;PFKM;PFKP
Apelin signaling pathway	84/137	3.46400732012324e-08	2.90794298715609e-07	0	0	2.57869454225132	44.297471485713	RYR2;SERPINE1;PDE3B;PRKAG2;MYLK3;SLC8A1;RYR3;MYLK;MYLK4;SLC8A2;CCND1;CDH1;AKT2;AKT3;AKT1;NOS1;PRKACA;PRKACB;MEF2A;GABARAPL1;MAP2K1;MEF2C;PRKAB2;SPHK2;PRKCE;RPS6;RRAS2;PRKAB1;TGFBR1;ACTA2;ADCY9;MRAS;PLCB4;TFAM;PIK3C3;RAF1;PLCB1;HDAC4;NOTCH3;BECN1;PRKAA1;PRKAA2;ITPR1;GNAI3;ITPR2;ADCY3;ITPR3;ADCY2;NRF1;ADCY1;ADCY7;ADCY6;GNAI1;SLC9A1;GNAI2;GNA13;NRAS;GNG2;GNG5;MAPK1;PPARGC1A;MEF2D;MAPK3;SMAD2;EGR1;SMAD4;JAG1;SMAD3;NOS2;GNG12;KLF2;MTOR;APLN;RPS6KB1;GNAQ;GNB2;GNB1;RPS6KB2;GNB4;CALM3;KRAS;GNB5;CALM1;CALM2
Insulin signaling pathway	84/137	3.46400732012324e-08	2.90794298715609e-07	0	0	2.57869454225132	44.297471485713	GSK3B;PYGB;IRS1;PDE3B;IRS4;PRKAG2;CBLB;IRS2;PIK3CB;SLC2A4;HK2;PTPRF;CRKL;HK1;PPP1CB;IKBKB;PPP1CC;AKT2;AKT3;FLOT1;AKT1;FLOT2;PRKACA;PRKACB;SREBF1;MAP2K1;PRKAB2;PDPK1;RPS6;PHKA1;TSC1;PRKAB1;PIK3CA;PPP1R3B;PRKAR1A;RAPGEF1;RAF1;EIF4E2;SOS1;CRK;SOS2;SHC4;PRKAA1;PRKAA2;SHC1;PIK3R3;PIK3R2;PIK3R1;CBL;ACACA;FOXO1;SOCS3;MAPK9;MAPK8;NRAS;INPP5A;PRKAR2B;PRKAR2A;MKNK1;MKNK2;EIF4EBP1;MAPK1;PPARGC1A;EIF4E;SOCS4;PCK2;MAPK3;PTPN1;INSR;BRAF;SORBS1;MTOR;MAPK10;G6PC2;RPS6KB1;RHEB;FASN;RPS6KB2;TRIP10;CALM3;GRB2;KRAS;CALM1;CALM2
Oocyte meiosis	80/129	3.55581233434281e-08	2.90847214014194e-07	0	0	2.6558398640355	45.5532235010497	YWHAE;YWHAB;SMC3;IGF1R;CDC20;PPP1CB;PPP1CC;RPS6KA3;PPP3CA;RPS6KA6;PPP3CB;CDC23;SLK;PPP3CC;PPP2R1B;YWHAQ;PPP2R1A;PPP2R5E;RPS6KA2;CDC27;BTRC;PRKACA;PRKACB;YWHAG;SKP1;YWHAH;MAP2K1;FBXW11;PPP2R5A;PPP2R5D;PPP2R5C;SMC1A;YWHAZ;SGO1;AR;ADCY9;CCNE2;ESPL1;CCNE1;PGR;ANAPC1;ANAPC13;CAMK2D;CAMK2A;CUL1;ITPR1;ITPR2;ADCY3;ITPR3;ADCY2;ADCY1;PKMYT1;ADCY7;ANAPC10;ADCY6;ANAPC11;AURKA;PPP2CA;PPP2CB;CCNB1;PPP3R1;MAPK1;BUB1;CAMK2G;MAPK3;PLK1;IGF1;SPDYE5;MAPK14;MAPK13;MAD2L2;CPEB1;CDK2;CDK1;CALM3;CALM1;CPEB3;CALM2;CPEB2;CPEB4
Kaposi sarcoma-associated herpesvirus infection	111/193	3.90209072935977e-08	3.11191735666441e-07	0	0	2.20513023885216	37.6176877577582	RB1;FGF2;ICAM1;PREX1;TBK1;CCND1;AKT2;MYC;AKT3;AKT1;EP300;IFNAR2;ATG3;MAP2K4;GABARAPL1;MAP2K1;HLA-A;ATG14;IL6ST;RAF1;TP53;IFNAR1;PDGFB;ITPR1;PIK3R3;ITPR2;PIK3R2;ITPR3;PIK3R1;HIF1A;PPP3R1;UBB;UBC;FADD;PLCG1;MAP2K7;LYN;CREBBP;JUN;NFATC3;EIF2AK2;NFATC2;NFATC1;GNG12;NFKB1;IL6;CDK6;CDK4;GNB2;GNB1;GNB4;CYCS;CALM3;GNB5;CALM1;CALM2;GSK3B;CDKN1A;CXCL8;CXCL1;PIK3CB;CXCL2;IKBKB;PPP3CA;PPP3CB;PPP3CC;CASP8;CASP3;RAC1;CCR5;JAK1;CHUK;IFNGR1;FOS;TYK2;CD200R1;CREB1;IRF3;PIK3CA;TRAF3;PIK3C3;IRF9;BECN1;LEF1;PTGS2;MAPK9;NRAS;MAPK8;GNG2;GNG5;E2F1;E2F2;MAPK1;E2F3;BID;MICA;MICB;MAPK3;TCF7L2;TCF7L1;STAT1;STAT2;STAT3;MAPK14;MTOR;VEGFA;MAPK13;MAPK10;CTNNB1;FAS;KRAS
p53 signaling pathway	51/73	4.08058520718312e-08	3.1748943441254e-07	0	0	3.76483228386046	64.0565142563241	CDKN1A;STEAP3;SERPINE1;PTEN;BBC3;PIDD1;CCND3;CASP8;CCND2;CCND1;SESN3;AIFM2;CASP3;SESN1;CHEK1;SESN2;GTSE1;APAF1;IGFBP3;SHISA5;CCNE2;RRM2B;CCNE1;TP53;PPM1D;RCHY1;THBS1;CCNB1;COP1;ZMAT3;PERP;PMAIP1;BID;RRM2;CDKN2A;SIAH1;TNFRSF10B;IGF1;CDK6;CDK4;CCNG2;CCNG1;CDK2;BCL2;CDK1;MDM2;CYCS;FAS;MDM4;BCL2L1;TP73
AGE-RAGE signaling pathway in diabetic complications	65/100	5.08223026336408e-08	3.86007489050748e-07	0	0	3.01846965699208	50.6949882579295	CDKN1B;CXCL8;SERPINE1;PIK3CB;ICAM1;CCND1;AKT2;CASP3;AKT3;PIM1;AKT1;RAC1;EDN1;PRKCB;PRKCE;MMP2;PRKCD;F3;TGFBR1;TGFBR2;PLCB4;COL4A2;PIK3CA;COL4A1;COL4A6;COL4A5;PLCB1;PIK3R3;PIK3R2;PIK3R1;FOXO1;CDC42;MAPK9;MAPK8;NRAS;CCL2;MAPK1;PLCG1;MAPK3;SMAD2;EGR1;STAT5B;JUN;SMAD4;TGFB2;SMAD3;STAT1;STAT3;FN1;VEGFC;NFATC1;MAPK14;NFKB1;MAPK13;VEGFA;COL1A1;MAPK10;DIAPH1;IL6;COL3A1;COL1A2;CDK4;BCL2;KRAS;PLCD3
Yersinia infection	83/137	8.93044576775784e-08	6.62514465096454e-07	0	0	2.50027672475438	40.5825276595966	GSK3B;CXCL8;WIPF1;WIPF2;ARPC1B;WIPF3;ARPC1A;ARPC5L;PIK3CB;WASL;ACTB;ACTG1;CRKL;IKBKB;RPS6KA3;RPS6KA6;TBK1;AKT2;RPS6KA2;AKT3;AKT1;RAC1;MAP3K7;MAP2K3;ACTR3;IL10;VAV3;MAP2K4;ACTR2;MAP2K1;ARHGEF12;CHUK;ITGA4;FOS;IRAK4;RHOA;VAV2;IRF3;PIK3CA;ELMO1;ELMO2;ITGA5;ARHGEF7;CRK;DOCK1;ARF6;ROCK1;ROCK2;PXN;PIK3R3;PIK3R2;PIK3R1;CDC42;MAPK9;MAPK8;IRAK1;NLRP3;CCL2;MAPK1;PIP5K1C;PLCG1;MAP2K7;WASF2;MAPK3;GIT2;JUN;LIMK1;FN1;NFATC3;NFATC2;NFATC1;ARPC5;MAPK14;NFKB1;PTK2;MAPK13;MAPK10;IL6;ARPC2;GNAQ;TAB2;PKN2;MYD88
Salmonella infection	136/249	9.67552487259455e-08	6.89855531579674e-07	0	0	1.96214336306756	31.6907368930424	CYFIP1;NCKAP1;CSE1L;ARPC5L;GCC2;FBXO22;ACTB;ACTG1;TXN2;KIF5C;AKT2;MYC;KIF5B;AKT3;KIF5A;TNFSF10;AKT1;KPNA4;KPNA3;MAP3K7;SKP1;KPNA1;DYNC2H1;MAP2K3;MAP2K4;MAP2K1;VPS33A;DYNC1LI2;ELMO1;ELMO2;RAF1;ARL8A;PFN2;ARL8B;RAB5B;RAB5C;ARHGEF26;TXN;KLC1;MYL12A;HSP90B1;KLC4;IRAK1;MYO6;NLRP3;SNX9;FADD;MAP2K7;JUN;M6PR;TNFRSF10B;ARPC5;NFKB1;IL6;ARPC2;BCL2;PLEKHM1;CYCS;PLEKHM2;TAB3;TAB2;ACBD3;RAB5A;MYD88;ARF1;CXCL8;HSP90AB1;ARPC1B;ARPC1A;BRK1;WASL;PIK3CB;PIK3C2A;PIK3C2B;IKBKB;FYCO1;ACTR1A;TUBA1A;CASP8;CASP3;RAC1;ACTR3;ACTR2;HSP90AA1;ANXA2;CHUK;DYNLT1;RIPK2;TUBB;DYNLT3;FOS;IRAK4;DYNLL2;RHOA;RHOB;PIK3CA;EXOC4;PIK3C3;EXOC5;ARF6;RAB7A;BIRC3;DCTN5;AHNAK;DCTN2;DCTN1;ROCK2;DCTN4;LEF1;CDC42;CYTH3;CYTH2;MAPK9;PAK1;MAPK8;FLNA;MAPK1;FLNC;PAK3;DYNC1I1;CYTH1;WASF3;MAPK3;DYNC1H1;TCF7L2;TCF7L1;TUBB4B;MAPK14;MAPK13;MAPK10;SNX18;ABI1;VPS41;CTNNB1;RAB9A;RAB9B
Sphingolipid signaling pathway	74/119	9.7315043639766e-08	6.89855531579674e-07	0	0	2.67376979409736	43.1688482071483	PTEN;PPP2R2A;PIK3CB;SPTLC1;PPP2R1B;SPTLC2;PPP2R1A;PPP2R5E;AKT2;SMPD1;AKT3;BDKRB2;AKT1;RAC1;CTSD;MAP3K5;CERS3;MAP2K1;ABCC1;CERS6;PRKCB;PDPK1;SPHK2;PRKCE;PPP2R5A;PPP2R5D;PPP2R5C;RHOA;PLCB4;PIK3CA;RAF1;PLCB1;TP53;CERS1;NSMAF;CERS2;ROCK1;SGMS1;ROCK2;GNAI3;PIK3R3;PIK3R2;PIK3R1;SGMS2;GNAI1;GNAI2;GNA13;PPP2CA;MAPK9;PPP2CB;SGPL1;MAPK8;NRAS;GNA12;S1PR1;MAPK1;FYN;S1PR3;S1PR2;BID;MAPK3;MAPK14;SGPP2;NFKB1;SGPP1;MAPK13;ACER2;MAPK10;PPP2R2C;PPP2R2B;GNAQ;PPP2R2D;BCL2;KRAS
Human T-cell leukemia virus 1 infection	122/219	1.02129491007597e-07	7.08245818074419e-07	0	0	2.04935243260873	32.9884759256949	RB1;ATF2;CRTC2;TRRAP;CRTC1;BUB1B;ETS1;ETS2;ICAM1;CDC20;ELK4;CCND3;CDC23;CCND2;KAT5;CCND1;AKT2;MYC;AKT3;CDC27;CHEK1;CREB3L2;AKT1;EP300;PRKACA;B2M;PRKACB;MAP2K4;MAP2K1;IL1R1;HLA-A;ADCY9;CCNE2;CCNE1;VDAC3;TBPL1;TLN2;TLN1;TP53;ANAPC1;PIK3R3;PIK3R2;PIK3R1;ANAPC10;ANAPC11;PPP3R1;SMAD2;EGR1;STAT5B;FDPS;CREBBP;JUN;SMAD4;TGFB2;SMAD3;NFATC3;NFATC2;NFATC1;NFKB1;FOSL1;DLG1;IL6;CDK4;CDK2;CALR;TCF3;MAP3K14;BCL2L1;NRP1;CDKN1A;PTEN;SLC2A1;PIK3CB;IKBKB;PPP3CA;PPP3CB;PPP3CC;XPO1;JAK3;JAK1;MMP7;TBP;CHUK;FOS;TGFBR1;TGFBR2;CCNA2;KAT2B;CREB1;ESPL1;PIK3CA;CANX;CREB5;VAC14;SRF;ADCY3;XIAP;ADCY2;ADCY1;ADCY7;ADCY6;MAPK9;NRAS;MAPK8;E2F1;E2F2;MAPK1;E2F3;BUB3;MAPK3;MAP3K3;RANBP1;CDKN2B;MAP3K1;RANBP3;CDKN2A;NFYB;MAPK10;IL2RB;KRAS;LTBR;RAN
Ras signaling pathway	128/232	1.06066766658632e-07	7.19899969449011e-07	0	0	2.00587386539229	32.2127236958473	CSF1;ETS1;FGF2;ETS2;IGF1R;FGF5;FGF7;SYNGAP1;TBK1;FGF9;AKT2;RASSF5;AKT3;KDR;AKT1;PRKACA;PRKACB;PDGFRA;MAP2K1;RALBP1;PRKCB;HGF;TIAM1;RIN1;RAF1;EPHA2;SHC4;RAB5B;RAB5C;SHC1;PDGFB;PDGFA;PIK3R3;TGFA;PIK3R2;RASAL1;PIK3R1;RASAL2;STK4;RASGRP1;RAP1B;GRIN2A;RAP1A;PDGFD;PDGFC;ABL1;ABL2;PLCG1;RALGDS;BDNF;INSR;IGF2;IGF1;GNG12;GRIN2B;NFKB1;EFNA1;AFDN;GNB2;FGF18;GNB1;REL;GNB4;NF1;CALM3;GRB2;GNB5;CALM1;RGL1;CALM2;RGL2;FGFR3;RAB5A;FGFR2;BCL2L1;FGFR1;FLT1;RASGRF2;FASLG;PIK3CB;IKBKB;RAC1;PLA2G12A;CHUK;KSR1;GAB1;RRAS2;PLA2G4A;PLAAT3;KSR2;NGF;RHOA;MRAS;PIK3CA;RASA1;KIT;RASA2;RAPGEF5;SOS1;MET;SOS2;ARF6;RALB;EGFR;CDC42;MAPK9;NRAS;PAK1;MAPK8;GNG2;GNG5;PAK6;MAPK1;SHOC2;PAK3;PAK2;PAK5;PAK4;MAPK3;ANGPT4;NTRK2;PLA2G2D;ANGPT1;PLA2G2A;VEGFC;VEGFA;MAPK10;KRAS
TNF signaling pathway	70/112	1.60932433447479e-07	1.06953013061971e-06	0	0	2.70913091309131	42.3769876262467	ATF2;CXCL6;CSF1;TNFAIP3;CXCL1;PIK3CB;CXCL2;CXCL5;ICAM1;RPS6KA4;IKBKB;RPS6KA5;CASP8;AKT2;CASP3;AKT3;CREB3L2;AKT1;MAP3K8;DNM1L;MAP3K7;MAP3K5;MAP2K3;MAP2K4;MAP2K1;EDN1;CHUK;FOS;TNFRSF1B;MMP9;MMP14;CREB1;PIK3CA;TRAF3;IRF1;TRAF5;PGAM5;BIRC3;CREB5;CEBPB;PIK3R3;PIK3R2;PIK3R1;PTGS2;SOCS3;MAPK9;BAG4;MAPK8;CCL2;MAPK1;FADD;MAP2K7;MAPK3;JUN;JAG1;LIF;DAB2IP;VEGFC;CFLAR;MAPK14;NFKB1;MAPK13;MAPK10;IL6;ITCH;TAB3;FAS;TAB2;MAP3K14;IL18R1
Breast cancer	87/147	1.96940411821205e-07	1.28212227287682e-06	0	0	2.35879200846785	36.4206087018598	RB1;GSK3B;CDKN1A;WNT2B;PTEN;FZD10;BRCA1;PIK3CB;BRCA2;FGF2;IGF1R;FGF5;FGF7;FRAT2;CCND1;FGF9;HEY1;AKT2;MYC;AKT3;HEY2;AKT1;POLK;NCOA1;MAP2K1;WNT5B;NCOA3;WNT5A;AXIN2;FOS;WNT9A;PIK3CA;KIT;PGR;RAF1;SOS1;TP53;SOS2;NOTCH2;SHC4;NOTCH3;NOTCH1;SHC1;LEF1;PIK3R3;PIK3R2;PIK3R1;DLL1;EGFR;LRP6;NRAS;E2F1;DVL3;E2F2;MAPK1;E2F3;HES1;WNT4;MAPK3;JAG2;WNT10B;TCF7L2;FZD3;JUN;TCF7L1;FZD2;JAG1;FZD4;WNT3A;CSNK1A1;FZD6;FZD8;WNT7A;BRAF;IGF1;ESR1;MTOR;CDK6;RPS6KB1;CDK4;SP1;FGF18;RPS6KB2;CTNNB1;GRB2;KRAS;FGFR1
Hepatitis C	91/157	3.9200535404489e-07	2.5009941588064e-06	0	0	2.24304001091134	33.0893045708904	RB1;YWHAE;SCARB1;GSK3B;CDKN1A;CD81;YWHAB;PPP2R2A;FASLG;PIK3CB;CLDN1;IKBKB;TBK1;CASP8;CCND1;PPP2R1B;YWHAQ;PPP2R1A;AKT2;MYC;CASP3;AKT3;AKT1;YWHAG;JAK1;YWHAH;IFNAR2;MAP2K1;APAF1;CHUK;TYK2;YWHAZ;PIAS1;CLDN11;CLDN4;IRF3;PIK3CA;OAS2;TRAF3;PSME3;OAS3;CLDN18;RAF1;PPARA;SOS1;TP53;SOS2;IRF9;IFNAR1;RNASEL;PIK3R3;PIK3R2;PIK3R1;EGFR;PPP2CA;SOCS3;PPP2CB;NRAS;RXRA;E2F1;E2F2;MAPK1;E2F3;FADD;BID;LDLR;MAPK3;STAT1;EIF2AK1;STAT2;STAT3;EIF2AK2;BRAF;EIF2AK4;CFLAR;EIF2S1;NFKB1;MAVS;OCLN;CDK6;PPP2R2C;CDK4;PPP2R2B;CDK2;PPP2R2D;CYCS;CTNNB1;FAS;GRB2;EIF3E;KRAS
Choline metabolism in cancer	62/98	4.33865796877497e-07	2.7137880236063e-06	0	0	2.79784459390156	40.9899077655148	SLC44A5;DGKE;SLC44A1;SLC44A2;DGKA;PIK3CB;AKT2;AKT3;AKT1;RAC1;PDGFRA;MAP2K1;LYPLA1;PCYT1B;PCYT1A;PRKCB;PDPK1;PLA2G4A;TSC1;FOS;GPCPD1;SLC5A7;PIK3CA;PLPP3;RAF1;SOS1;SOS2;DGKI;DGKH;SLC22A5;PDGFB;PDGFA;PIK3R3;PIK3R2;PIK3R1;HIF1A;EGFR;MAPK9;MAPK8;NRAS;PDGFD;PDGFC;EIF4EBP1;MAPK1;PIP5K1C;PLCG1;WASF1;RALGDS;WASF2;WASF3;MAPK3;JUN;CHKA;MTOR;MAPK10;RPS6KB1;RHEB;SP1;RPS6KB2;GRB2;CHPT1;KRAS
Gastric cancer	87/149	4.50746592461149e-07	2.76515698067513e-06	0	0	2.28233062168691	33.3502379032483	RB1;GSK3B;CDKN1A;CDKN1B;WNT2B;FZD10;PIK3CB;FGF2;FGF5;FGF7;FRAT2;CCND1;FGF9;CDH1;AKT2;MYC;AKT3;AKT1;POLK;MAP2K1;WNT5B;HGF;WNT5A;GAB1;AXIN2;WNT9A;TGFBR1;TGFBR2;CCNE2;PIK3CA;CCNE1;RARB;RAF1;SOS1;TP53;MET;SOS2;SHC4;ABCB1;SHC1;LEF1;PIK3R3;PIK3R2;PIK3R1;EGFR;LRP6;NRAS;RXRA;CTNNA1;E2F1;DVL3;E2F2;MAPK1;CTNNA3;E2F3;CTNNA2;WNT4;MAPK3;SMAD2;WNT10B;TCF7L2;FZD3;SMAD4;TGFB2;CDKN2B;TCF7L1;FZD2;SMAD3;JUP;CDX2;FZD4;WNT3A;CSNK1A1;FZD6;FZD8;WNT7A;BRAF;MTOR;RPS6KB1;CDK2;FGF18;RPS6KB2;BCL2;CTNNB1;GRB2;KRAS;FGFR2
Hepatocellular carcinoma	96/168	4.74236737300885e-07	2.85436828677325e-06	0	0	2.16947057005343	31.5908741258002	RB1;GSK3B;CDKN1A;SMARCB1;WNT2B;PTEN;KEAP1;FZD10;PIK3CB;ACTB;ACTG1;IGF1R;FRAT2;CCND1;AKT2;MYC;AKT3;AKT1;POLK;ARID2;MAP2K1;SMARCC1;PBRM1;SMARCC2;WNT5B;PRKCB;HGF;WNT5A;GAB1;AXIN2;WNT9A;ARID1A;ARID1B;TGFBR1;TGFBR2;PIK3CA;RAF1;SOS1;TP53;MET;SOS2;SHC4;SMARCD1;SMARCD2;SHC1;GSTP1;LEF1;MGST1;MGST2;PIK3R3;TGFA;PIK3R2;PIK3R1;EGFR;LRP6;NRAS;E2F1;DVL3;E2F2;MAPK1;E2F3;PLCG1;WNT4;MAPK3;SMAD2;WNT10B;TCF7L2;FZD3;SMAD4;TGFB2;TCF7L1;FZD2;SMAD3;PHF10;FZD4;WNT3A;CDKN2A;CSNK1A1;TXNRD2;TXNRD1;FZD6;IGF2;FZD8;WNT7A;BRAF;MTOR;SMARCA4;CDK6;RPS6KB1;CDK4;RPS6KB2;CTNNB1;GRB2;KRAS;BCL2L1;NFE2L2
Spinocerebellar ataxia	84/143	4.96617326451076e-07	2.93372087292395e-06	0	0	2.31532462525135	33.6079697423945	GTF2B;ATP2A2;RORA;PIK3CB;VLDLR;RBPJ;GRM1;PSMD9;PSMD7;KAT5;AKT2;RB1CC1;AKT3;AKT1;CIC;MAP3K5;TBP;TRPC3;PRKCB;KCND3;WIPI2;ATG14;ATG13;ATXN2L;ERN1;PSMA5;AFG3L2;PLCB4;PSMA4;PIK3CA;PPIF;VDAC3;TBPL1;ULK2;ULK1;PIK3C3;PLCB1;GRIA1;GRIA2;BECN1;PSMD12;BEAN1;PSMD11;PSMD14;ITPR1;ITPR2;PIK3R3;ITPR3;PIK3R2;PIK3R1;AMBRA1;PSMA7;PSMA8;PSMB6;ATXN3;MAPK9;ATXN2;GRIN2A;MAPK8;PSMB4;ATXN1;PSMB5;RELN;PSMB2;ATXN1L;PSMB1;NRBF2;GRIA3;SPTBN2;XBP1;NFYA;PUM1;GRIN2B;MTOR;PUM2;MAPK10;FGF14;SP1;GNAQ;PSMC2;CYCS;ATXN10;MCU;ATG2B
Glioma	50/75	5.49914154404871e-07	3.18950209554825e-06	0	0	3.24687294272548	46.7988150234056	RB1;CDKN1A;PTEN;PIK3CB;IGF1R;CCND1;AKT2;AKT3;AKT1;POLK;PDGFRA;MAP2K1;CAMK1D;PRKCB;PIK3CA;RAF1;SOS1;SOS2;TP53;SHC4;CAMK2D;SHC1;CAMK2A;PDGFB;PDGFA;PIK3R3;TGFA;PIK3R2;PIK3R1;EGFR;NRAS;E2F1;E2F2;MAPK1;E2F3;PLCG1;CAMK2G;MAPK3;CDKN2A;BRAF;IGF1;MTOR;CDK6;CDK4;MDM2;CALM3;GRB2;KRAS;CALM1;CALM2
Relaxin signaling pathway	77/129	6.03173004133629e-07	3.43593193426121e-06	0	0	2.40722830948122	34.4740653282331	ATF2;ARRB1;PIK3CB;EDNRB;AKT2;AKT3;CREB3L2;AKT1;NOS1;PRKACA;PRKACB;MAP2K4;MAP2K1;EDN1;MMP1;MMP2;FOS;MMP9;TGFBR1;TGFBR2;ACTA2;ADCY9;CREB1;PLCB4;COL4A2;PIK3CA;COL4A1;COL4A6;COL4A5;RAF1;PLCB1;SOS1;SOS2;CREB5;SHC4;SHC1;GNAI3;PIK3R3;ADCY3;PIK3R2;ADCY2;PIK3R1;ADCY1;ADCY7;ADCY6;EGFR;GNAI1;GNAI2;MAPK9;MAPK8;NRAS;GNG2;GNG5;MAPK1;MAP2K7;MAPK3;SMAD2;JUN;NOS2;VEGFC;GNG12;MAPK14;NFKB1;MAPK13;VEGFA;COL1A1;GNAO1;MAPK10;COL3A1;COL1A2;GNB2;GNB1;GNAS;GNB4;GRB2;KRAS;GNB5
Dopaminergic synapse	78/132	9.02015535294091e-07	4.99520011858658e-06	0	0	2.34810507613468	32.6824153686725	ATF2;GSK3B;PPP2R2A;ARRB1;COMT;PPP1CB;PPP1CC;PPP3CA;PPP3CB;PPP3CC;PPP2R1B;KIF5C;PPP2R1A;PPP2R5E;AKT2;KIF5B;AKT3;CREB3L2;KIF5A;AKT1;PRKACA;PRKACB;SLC18A2;SCN1A;PRKCB;PPP2R5A;PPP2R5D;FOS;PPP2R5C;CREB1;PLCB4;PLCB1;CLOCK;CREB5;GRIA1;GRIA2;CAMK2D;DDC;MAOA;CAMK2A;ITPR1;GNAI3;ITPR2;ITPR3;CACNA1C;GNAI1;GNAI2;PPP2CA;MAPK9;PPP2CB;GRIN2A;MAPK8;GNG2;GNG5;DRD1;CAMK2G;GRIA3;KCNJ3;KCNJ6;GNG12;MAPK14;GRIN2B;MAPK13;GNAO1;MAPK10;GNAL;PPP2R2C;PPP2R2B;GNAQ;GNB2;GNB1;PPP2R2D;GNAS;GNB4;CALM3;GNB5;CALM1;CALM2
Cushing syndrome	89/155	9.19440789059185e-07	4.99520011858658e-06	0	0	2.19316176588543	30.4838523809473	RB1;ATF2;SCARB1;GSK3B;CDKN1A;CDKN1B;WNT2B;AHR;FZD10;CCND1;CREB3L2;PDE8B;PRKACA;PDE8A;PRKACB;USP8;MAP2K1;WNT5B;WNT5A;AIP;ARNT;AXIN2;WNT9A;ADCY9;CREB1;PLCB4;ARMC5;CCNE2;CCNE1;PLCB1;CREB5;KMT2D;CAMK2D;KMT2A;CAMK2A;LEF1;ITPR1;GNAI3;ITPR2;ADCY3;KCNA4;ITPR3;ADCY2;CACNA1C;ADCY1;ADCY7;ADCY6;EGFR;GNAI1;CACNA1G;GNAI2;RAP1B;CACNA1I;RAP1A;RASD1;E2F1;DVL3;E2F2;MAPK1;E2F3;CAMK2G;LDLR;WNT4;MAPK3;WNT10B;TCF7L2;FZD3;CDKN2B;TCF7L1;FZD2;FZD4;WNT3A;CDKN2A;FZD6;FZD8;WNT7A;BRAF;PBX1;NR4A1;CDK6;NCEH1;CDK4;SP1;GNAQ;CDK2;GNAS;CTNNB1;KCNK2;KCNK3
